 4.29456417  4.29456417  4.29456417 90.         90.         90.        
C  2.14728209 2.14728209 2.14728209
C  0.         1.38338487 1.38317312
C  0.         2.9111793  1.38317312
C  0.         1.38338487 2.91139106
C  0.         2.9111793  2.91139106
C  1.38317312 0.         1.38338487
C  1.38317312 0.         2.9111793 
C  2.91139106 0.         1.38338487
C  2.91139106 0.         2.9111793 
C  1.38338487 1.38317312 0.        
C  2.9111793  1.38317312 0.        
C  1.38338487 2.91139106 0.        
C  2.9111793  2.91139106 0.        
-88.79685931
52 bands 
kx ky kz  bandenergy1 bandenergy2 bandenergy3 bandenergy4 bandenergy5 bandenergy6 bandenergy7 bandenergy8 bandenergy9 bandenergy10 bandenergy11 bandenergy12 bandenergy13 bandenergy14 bandenergy15 bandenergy16 bandenergy17 bandenergy18 bandenergy19 bandenergy20 bandenergy21 bandenergy22 bandenergy23 bandenergy24 bandenergy25 bandenergy26 bandenergy27 bandenergy28 bandenergy29 bandenergy30 bandenergy31 bandenergy32 bandenergy33 bandenergy34 bandenergy35 bandenergy36 bandenergy37 bandenergy38 bandenergy39 bandenergy40 bandenergy41 bandenergy42 bandenergy43 bandenergy44 bandenergy45 bandenergy46 bandenergy47 bandenergy48 bandenergy49 bandenergy50 bandenergy51 bandenergy52
0.0 0.0 0.0 -10.019972695154483 -5.663752663350087 -5.6637526633500626 -2.7894674204018846 -2.7894674204018806 -2.7894674204018797 -0.05545564323343997 1.3873933234673437 1.387393323467389 1.3873933234674003 1.7516911473367924 1.7516911473367989 3.7816591759639127 3.7954228343235723 3.7954228343236047 3.795422834324773 6.091239350848759 6.091239350848775 6.09123935084878 7.655386597393797 7.655386597393842 7.655386597393866 8.98520518799948 11.286885295197477 11.805460988701046 11.805460988701084 11.805460989118693 14.343042411580498 14.343042411580502 14.343042411580575 14.629141551958 14.629141551958021 16.908303304177796 16.90830330417781 16.908303304177856 16.924906155997643 16.9249061559977 16.924906155997714 20.301106991006954 20.63044384492329 20.630443844923388 20.6304438449234 21.14413701873756 21.144137018737574 23.842861122126124 23.842861122126184 23.84286112212622 24.116917012146555 24.116917012146615 24.116917012339172 27.491258740852228 27.49125874085339 
0.0 0.0625 0.0 -9.996287624264385 -5.767293526155039 -5.649298727086556 -2.7644220596049482 -2.764419787664858 -2.7300495152575546 0.038650969913630984 0.8954143760055576 1.3001455469350194 1.300164184789111 1.7383387900848124 2.2893323350516233 3.700992822807316 3.801116916654137 3.801223133693678 3.8225445102745534 6.131265337220941 6.192713220159447 6.192858017212051 7.615921888574484 7.615974079064898 7.744884078955419 8.810674271145517 11.230830993240824 11.899780359961973 11.899817156245843 12.01903701848075 13.798276323545416 14.366245335697183 14.366262648710503 14.620650699573508 14.97949926871831 16.76899482900707 16.769025053599204 16.91163910174058 16.928696545482495 16.947003710678583 16.94715632103678 20.37026666959906 20.62803731773007 20.628038350699434 20.660990400484074 21.058260254203987 21.075868764020086 23.686024968163508 23.686579847593208 23.804073496870096 24.209454420528022 24.284658987898847 24.285170518455224 27.445151055766125 27.445176832582128 
0.0 0.125 0.0 -9.92604665748481 -6.044954481175796 -5.609174309828388 -2.6933284463003875 -2.6933196882578767 -2.5868454866164243 0.30159888956192143 0.30535922260171444 1.0573777655095624 1.057429457469798 1.683099407032034 2.9995030277699106 3.5179002908162067 3.8232721061823467 3.823613985367697 3.898632602881594 6.181403758400945 6.405711172801973 6.406238715993793 7.564304444583052 7.564509287987679 8.0170846952065 8.389434430670411 11.037961327351972 12.144314339700465 12.144464894440313 12.537421486190786 12.983703618330242 14.402977793435364 14.4030377917265 14.593977725126933 15.186823064815162 16.47355091991108 16.473645407295983 16.84936869853652 16.858943333653922 16.85932307758386 16.983558304101983 20.51669413014515 20.618423590163943 20.618483420683955 20.80771676545253 20.827301076625837 20.870150747716718 23.403895644966585 23.405213346516373 23.664616386223464 24.419509275179077 24.515277593572716 24.516391723315145 27.314709408625305 27.31478414421746 
0.0 0.1875 0.0 -9.80944777935402 -6.424229516979601 -5.545197906530988 -2.574513029183087 -2.574491489947935 -2.4065182951518427 -0.23517376661514716 0.6922134740208525 0.709880544170764 0.7099449652895683 1.5856787855422005 3.3448394135447623 3.7533792802523718 3.888475564625789 3.8890781622190245 4.024171497599006 6.165609121323955 6.478285888996032 6.479119789825727 7.730337696863454 7.730562699507488 7.874981332467932 8.48957970249594 10.739853973899821 12.09167475427707 12.492155234919114 12.492531039957152 13.216136250734136 14.46257539650858 14.462677871055709 14.557635317220269 15.128728756128636 16.069978999218698 16.070331130802625 16.70177332336892 16.702417252890527 16.772650033881952 17.06075786195222 20.514871583146654 20.534592903810516 20.603598555865048 20.60390366169503 20.622996216387836 21.177143458895582 23.09766111657282 23.09991723957123 23.4887511731811 24.69981039506147 24.729644442322467 24.73137892700249 27.17069663604372 27.170780895455522 
0.0 0.25 0.0 -9.647844258603577 -6.848644393327007 -5.462644126950651 -2.409231218446705 -2.409190677613181 -2.220391038003766 -0.7110086754186751 0.30682724795232164 0.3068830995944581 1.076777312942708 1.515618018743501 3.2674576450226844 3.9995623797140816 4.00042936885274 4.2010690549924785 4.534152139520514 6.07110940940746 6.300068470959242 6.300978985691681 7.338957373294214 8.206430328510761 8.206485954417586 9.102133744514651 10.335339104952977 11.185213761857495 12.865188835780097 12.8659925348555 13.966294199517131 14.529226739562624 14.536052148395985 14.536084550404913 14.834284513083228 15.606191711418694 15.606903707273082 16.489526332366452 16.490421906498042 16.689630271293115 17.184151769872223 20.088484976429125 20.17004116746417 20.582205943943006 20.583116157997367 20.705699752054716 21.7202259559096 22.7821391011692 22.785601500578725 23.318187645000414 24.912169019206846 24.914544243451996 24.98705172364596 27.056244442301875 27.056278766768855 
0.0 0.3125 0.0 -9.443309703566484 -7.281574936924333 -5.373221715317648 -2.198395993028664 -2.1983247917078206 -2.046022724754255 -1.1093221891768499 -0.11614147090613415 -0.1161202283366198 1.0656098444687856 1.7905136927555447 3.334046757054947 4.151944839334017 4.153118699752725 4.426478816125873 5.323564361975095 5.925948559465071 6.012681909267311 6.0137358811151245 6.817598888056561 8.822751679771724 8.8231277078118 9.754120672452807 9.8184885877755 10.373340624668558 13.159487183474596 13.16100939050806 14.34471176892679 14.494102131811111 14.61006156429732 14.610621076929457 14.751541064394896 15.182295425028597 15.183153427212817 16.22636961122333 16.22749720552485 16.609844718190278 17.330415361008654 19.54648190814572 19.831438943330276 20.557493861083767 20.559440020014964 20.777435110663 22.372843330136067 22.472616414774773 22.477561276160593 23.162096085475344 25.049574198111333 25.052549288219556 25.253242176331987 26.98154846177834 26.98167021288786 
0.0 0.375 0.0 -9.200745064210375 -7.697618325761248 -5.290227858704712 -1.9437241523777926 -1.9435970332824786 -1.8953996010813927 -1.4142249514121292 -0.5350534153717054 -0.5350124145928393 0.8833185219977067 2.1210298699104566 3.567674578981816 4.3336298514544795 4.3352519398713865 4.696692050639881 5.7051564308660465 5.706557112421243 5.752293138327227 6.115181519841106 6.32858217947165 9.216217909611462 9.454235957338899 9.454935965375087 9.49005311512458 10.65601116864377 13.202815540946638 13.204856453191466 13.720424530318727 14.469982643660732 14.7047677807776 14.706872293135747 14.968569291731598 14.968663872194766 15.529680091494683 15.931375536917775 15.932682913717892 16.54751023578187 17.48089850222617 18.920267722318933 19.53053953903115 20.53180835969549 20.535109601689445 20.838955716310235 22.210181892041735 22.216748702971703 23.048406561200476 25.1322001289966 25.13568850944085 25.464216137357614 26.941083486723738 26.94141663044819 27.64351607294507 
0.0 0.4375 0.0 -8.939012510162296 -8.067690309648237 -5.229341007142202 -1.7891652693154148 -1.6475607874960312 -1.6472951689246393 -1.6078523424074807 -0.9334106985092369 -0.9332232661246391 0.7381807669728992 2.305083530527889 3.8898028816046444 4.518645904467661 4.521027729636987 5.001303657020383 5.439661928449608 5.441768554246158 5.576785457857474 5.891739406866625 6.879024834279864 8.563380092133615 8.977948428233265 9.989580194202135 9.990607377224576 11.431625180351142 12.97992741120432 12.981596200850808 12.996356157190904 14.459622180873502 14.856207626348946 14.858026919064205 15.007438640694847 15.0074635688624 15.616966621827808 15.618319524359736 16.24970705018398 16.50844610880309 17.610305072401758 18.31278208922965 19.314986225723082 20.502515718195696 20.50707616663542 20.873451113669024 22.030898028677246 22.0388531012178 22.98028105417671 25.19606654809501 25.199850892680377 25.599949776883893 26.92958468675122 26.930031270613526 27.66437778226895 
0.0 0.5 0.0 -8.771429051157545 -8.270190124463308 -5.2071561061705625 -1.7498492740796403 -1.6741898691443553 -1.3550533909104103 -1.353157008750101 -1.2609129550890117 -1.2590945885694833 0.6830551389951994 2.360141300188607 4.056399511387761 4.614747984248516 4.617840629745184 5.221952872971624 5.315641643223383 5.318443233005933 5.489817092130355 5.626860401865386 7.384242746915492 8.0949329347658 8.78511080243858 10.218791543612792 10.219998055408697 12.211425949886662 12.242495441694448 12.831121290240711 12.83248538074931 14.45712571203409 14.89390121026667 14.894264645052937 15.243254283356336 15.245317177999567 15.340567049163198 15.341179655732404 16.495667790115736 16.646426687853268 17.665585686464194 17.964244960530213 19.2327574783384 20.496732194935532 20.501807973558872 20.890173134067165 21.975090347671575 21.983586408209142 22.96045292154954 25.216795637319766 25.220691865627167 25.66296285832518 26.93185263835089 26.93235100501253 27.67878916758629 
0.0625 0.5 0.0 -8.749671733668098 -8.251823236116914 -5.26273671835391 -2.2144955389089347 -1.7020661496464993 -1.4036409779702332 -1.3348269209861132 -1.2409247681181437 -0.7194210221673771 0.8401619112853681 2.2727899080002825 4.006726457773415 4.2386048567853605 4.396685836409471 4.786476702588988 5.479629849510359 5.6224977044243385 5.690738456094559 6.165059002761837 7.350662981309905 8.061577102800067 8.83517609452926 10.216540264530376 10.259141456152653 12.031473575582272 12.217698273731768 12.85831154718172 13.042402641443267 14.2039996037562 14.902463225339549 14.964477507535554 15.13951716648081 15.157612046136274 15.256072459691199 15.370570589182968 16.409585663467997 16.687272645627726 17.59312086118949 18.00637507192427 19.148745887727195 20.250231654123226 20.553019866427256 21.24521815398835 21.936363965807406 21.997563511436514 22.859558187279465 24.055374059115092 25.190272823963397 25.322442354691177 25.703281424494655 26.73652766168063 27.86888955745898 
