 5.09223733  5.09223733  5.09223733 90.         90.         90.        
C  2.54611866 0.         0.        
C  0.         2.54611866 0.        
C  0.         0.         2.54611866
C  2.54611866 1.29180441 0.66154281
C  2.54611866 3.80043292 0.66154281
C  2.54611866 1.29180441 4.43069452
C  2.54611866 3.80043292 4.43069452
C  0.66154281 2.54611866 1.29180441
C  0.66154281 2.54611866 3.80043292
C  4.43069452 2.54611866 1.29180441
C  4.43069452 2.54611866 3.80043292
C  1.29180441 0.66154281 2.54611866
C  3.80043292 0.66154281 2.54611866
C  1.29180441 4.43069452 2.54611866
C  3.80043292 4.43069452 2.54611866
-96.9720217
60 bands 
kx ky kz  bandenergy1 bandenergy2 bandenergy3 bandenergy4 bandenergy5 bandenergy6 bandenergy7 bandenergy8 bandenergy9 bandenergy10 bandenergy11 bandenergy12 bandenergy13 bandenergy14 bandenergy15 bandenergy16 bandenergy17 bandenergy18 bandenergy19 bandenergy20 bandenergy21 bandenergy22 bandenergy23 bandenergy24 bandenergy25 bandenergy26 bandenergy27 bandenergy28 bandenergy29 bandenergy30 bandenergy31 bandenergy32 bandenergy33 bandenergy34 bandenergy35 bandenergy36 bandenergy37 bandenergy38 bandenergy39 bandenergy40 bandenergy41 bandenergy42 bandenergy43 bandenergy44 bandenergy45 bandenergy46 bandenergy47 bandenergy48 bandenergy49 bandenergy50 bandenergy51 bandenergy52 bandenergy53 bandenergy54 bandenergy55 bandenergy56 bandenergy57 bandenergy58 bandenergy59 bandenergy60
0.0 0.0 0.0 -14.533518125580208 -13.487631628942058 -13.487631628925902 -11.520872341272584 -11.52087234127254 -11.520872341272511 -4.115910504996142 -4.115910504996138 -4.115910504996102 -3.9753262138735996 -3.9753262138735925 -3.9345160393506626 0.12119890829022831 0.12119890829023428 0.12119890829024792 0.17911835673292378 0.17911835673293558 0.1791183567329406 0.8080122744142509 1.6128671330008726 1.612867133000884 1.6128671330008864 2.18676105787943 2.1867610578794374 2.1867610578794374 3.520014205037685 3.520014205037686 3.520014205037688 5.753007073851189 5.753007073852277 6.276423131158087 7.596758599638239 7.596758599638248 7.596758599638289 9.500183961546679 9.50018396154668 9.500183961546703 10.624704106698884 10.724416069004851 10.72441606900489 10.72441606900498 11.722419306766097 11.72241930676618 11.722419306766204 13.07343321404895 13.073433214048984 13.997543328335668 13.997543331184 14.62118186218362 15.673562481914638 17.20314358627055 17.203143586270595 17.20314358627061 18.463480166812595 18.463480166813294 18.463480166815227 21.428996896661392 21.42899689669268 21.42899689670818 22.206930768557154 
0.0 0.0625 0.0 -14.525616703677295 -13.499422872543798 -13.48519828878009 -11.529446258536106 -11.521043977194681 -11.520913953209131 -4.307006052449487 -4.118322827328562 -4.114458443272086 -3.9684469070655775 -3.922824550429713 -3.7428702496866224 -0.05670692338421105 0.06002873205148894 0.09121597908964416 0.14670821679612692 0.19143983357734437 0.3245997730632149 0.7395519882921882 1.656596643393501 1.6631606868929438 1.7175384402040488 2.1451048958582164 2.1636378438849833 2.1786889913031997 3.450636599548545 3.5416162878317885 3.5674000919758933 5.72243022734531 5.762750528243192 6.362142220985932 7.549762403148022 7.570067967102529 7.583290563309896 9.434813484754569 9.494071691117943 9.51418838135682 10.668454716168261 10.668590630912252 10.718958010424082 10.796428471130817 11.672611660170785 11.68224871216368 11.71343528361159 13.045749320817748 13.080380908430397 13.994860096478659 14.02478939615041 14.635698911419537 15.693818143305293 17.167882956914855 17.20599842843376 17.271872819795277 18.381593507980142 18.483716321712595 18.487377766526855 21.363405479749712 21.410663995302997 21.452212280400612 22.29646829303804 
0.0 0.125 0.0 -14.500075414060632 -13.531739228738948 -13.475759314268542 -11.553034366717283 -11.521054331590895 -11.520231620973782 -4.528816635728363 -4.117386182502951 -4.101311034263372 -3.959185711262379 -3.812166400182889 -3.4455212689223274 -0.25774497356050013 -0.13141925603699556 0.00798114357321189 0.1218754196962285 0.2312846681326698 0.43134910785072994 0.5741571740564744 1.7645758043540845 1.7997355511434265 1.9799214458923806 2.0529898678546434 2.1132975871540647 2.1665842374616973 3.267993917520978 3.6013037934219 3.7016410418674077 5.645556205226737 5.797177517780212 6.605062461413013 7.409649730540749 7.49369816830497 7.550249338031603 9.308444679038836 9.488532662612844 9.564454833036308 10.520212477770022 10.71459807717985 10.796392436430404 10.974916374433517 11.564098173815914 11.60442606930805 11.716444258423458 12.98152973252578 13.113366603508227 13.993686660763453 14.091567157908859 14.693009257176364 15.757110644054526 17.092536575766932 17.23466043362193 17.479713586891258 18.17679203028022 18.550507641528252 18.56969011495451 21.19169668544154 21.36669190847692 21.530062545682508 21.96124650492461 
0.0 0.1875 0.0 -14.458912847041944 -13.58380014458742 -13.46150106571037 -11.588566634575047 -11.519676001807749 -11.518012943589637 -4.722198680228376 -4.115100915848337 -4.081319360165838 -3.948294158720167 -3.63225061976857 -3.129374489712465 -0.44039388640660126 -0.3614322339949237 -0.12307005794529267 0.09245108409831539 0.29617673206632295 0.35070568499293064 0.4610370410623234 1.7476280291785242 2.0320144823293775 2.0476395739753905 2.052489735918627 2.1639187210154076 2.3108263063093464 3.0224032449794103 3.6830084281727493 3.9076534951542437 5.531235944761327 5.8437871960007595 6.954924052214454 7.178752381808952 7.366921996117573 7.498149995212999 9.191590600939737 9.467551521490256 9.641180065681993 10.298156636582949 10.683528671312406 10.997416500174312 11.173413970080574 11.42172305984791 11.522126620453367 11.728880316104707 12.894737093333985 13.153546591668297 13.992497022440043 14.144821980215289 14.792674889463708 15.871214752652884 16.97448430061375 17.27701805525905 17.758561355022977 17.929618102080976 18.65770520883826 18.714575211394187 20.96046799463336 21.30999551881627 21.52584225540785 21.65510081611798 
0.0 0.25 0.0 -14.402940666719033 -13.652407586851748 -13.44374318978461 -11.629225540349532 -11.517801515802267 -11.515198927984548 -4.88121247196858 -4.111889583638043 -4.05591304718062 -3.9353835951941645 -3.3940865625379724 -2.8052050951767264 -0.5927567612348258 -0.5809067293087423 -0.29132200857241647 0.059582746765600055 0.08892111945357037 0.38207929396796475 0.4345118171776064 1.5905352771471966 1.9866708955794132 2.1184369566973156 2.1695498734783794 2.3827985382126275 2.651159861581793 2.7567431503377904 3.7682257160517345 4.170097950367323 5.402376846594365 5.893661752285431 6.870117726385131 7.184391502218531 7.369082191258938 7.437906965589725 9.119714107129262 9.405276303168765 9.732487636860775 10.069816433278538 10.577996537149698 11.25586777027772 11.30206410788203 11.336495486713176 11.45095712966618 11.774021016272814 12.786694517159816 13.199067436968367 13.99052078569525 14.158620638235787 14.87190087257234 16.058553426199502 16.83074942163519 17.3177829261931 17.737803979066477 18.045658833339644 18.796568728754345 18.91630950912246 20.718901515901294 21.076074206352608 21.24038395016225 21.818222146516206 
0.0 0.3125 0.0 -14.334341875226649 -13.733457758042118 -13.425563473378572 -11.669355653502594 -11.51516214089449 -11.512777255909368 -5.005981169931373 -4.10971184246721 -4.028906163178245 -3.9219087731254665 -3.1148724850378655 -2.4874491622506825 -0.7684745805349292 -0.7101681916165095 -0.4994406431301652 -0.19287141595479976 0.02739131817087572 0.38225107190340657 0.48241734158166577 1.4269995041526289 1.9344771219207517 2.1134889908846506 2.287912952844433 2.5029636429922686 2.739617556489837 2.9568284220791026 3.8378177776130005 4.481451317141715 5.280263192934513 5.938083039803368 6.521255349879741 6.942015993756185 7.376434882932136 7.81924178711237 9.084282157050172 9.275003460232291 9.824822265367938 9.91894446685236 10.357287634272096 11.252621013324799 11.390732848422697 11.429061344975107 11.550187739082379 11.860070718211981 12.675911882920298 13.239119940084414 13.987654091294425 14.143230539791178 14.832343726731132 16.335637294196058 16.682407529306804 17.350805006276683 17.683926618013345 18.304895068810527 18.94980936114328 19.120463693339712 20.51946521256765 20.674848584847958 21.15779941402876 22.00759332047038 
0.0 0.375 0.0 -14.257780268423993 -13.821066399163302 -13.410006009180258 -11.704381713057002 -11.513926689080918 -11.51198534755988 -5.097326300356111 -4.107451902239471 -4.006267399592853 -3.909236818925219 -2.8270488621958667 -2.191589097989188 -0.9112940408854381 -0.7932748715944309 -0.7510893704547519 -0.4495451134285776 -0.0013810165482293709 0.3276790596797158 0.5840997936795674 1.2946232850043249 1.8944248222379263 2.107079793755165 2.2850994026419054 2.3725186562436558 3.103823781227811 3.190638854284507 3.8648852126361954 4.834965738056036 5.182371235711684 5.9757078075318635 6.183383809854177 6.641538414266815 7.321695626981679 8.282992737507032 9.071969335575195 9.103946725759604 9.859609427684342 9.898508183539324 10.035102457626222 11.253479513525056 11.345318085739752 11.460522012177098 11.846994500608016 11.963177682294063 12.575028654494158 13.268579211139391 13.979317757916998 14.114854149066698 14.671276698270862 16.549191919856874 16.647160732872187 17.38086013148293 17.756704581848346 18.54493841346023 19.093970109809522 19.220599603940798 20.379831152258404 20.42049338971731 21.070223181453184 22.195460241358308 
0.0 0.4375 0.0 -14.181368819657779 -13.904501797471282 -13.399270297866021 -11.727106346373953 -11.512829594504968 -11.51057461418082 -5.151295420379397 -4.106273061450892 -3.989874459132392 -3.9016922089708235 -2.5783935886026987 -1.9481065819546532 -1.0117436940183226 -1.0000764785822782 -0.8424863902819114 -0.6300090275573936 -0.019403197871214313 0.2888905738459864 0.6642762474962138 1.2114680756684333 1.8713900253681244 2.102990392468099 2.1309892859306814 2.4254394835034874 3.3380408717001413 3.432999892071419 3.8296723509455033 5.12318378252247 5.1922865913660505 5.922843249408182 6.000033176801276 6.319466253657841 7.285272293110102 8.747625917881678 8.975405626282452 9.072394132781037 9.650494003541297 9.844124468343296 9.951623226582784 11.273552457275633 11.316760792705823 11.471128839236437 12.046594461972012 12.089379959289621 12.504330538991066 13.288824905095376 13.959210057193786 14.095647927448693 14.493889115124057 16.457205302384857 16.89887646494094 17.41203236341031 17.875853350161176 18.772698782683257 19.157465943173854 19.200359471616274 20.34369165058766 20.432505035210312 21.000437923865707 22.33895031549262 
0.0 0.5 0.0 -14.139995913276277 -13.948049392607665 -13.395315134616808 -11.735463773001776 -11.512501505880739 -11.510136176331631 -5.168997908537052 -4.10491984878209 -3.983927928182394 -3.8982513570817505 -2.47140208706355 -1.8352873850220741 -1.1436368000153887 -1.0303224013843661 -0.8584559394571387 -0.6993283322796896 -0.026604620847128786 0.27396162429194054 0.6959018780196011 1.1846271632899577 1.8636990247105334 2.074037594517535 2.1015321649479173 2.4436117305863485 3.385541071436044 3.644456680348041 3.7287700114735736 5.102851654611826 5.392330787969756 5.821433259394736 6.0083611344242716 6.130539588820766 7.271771371040038 8.929306326764264 9.073342579075788 9.123092174373983 9.29898371815765 9.843821793251351 9.968822117451086 11.282630370210596 11.308339694948305 11.472654094289032 12.076221633624263 12.188119314814626 12.48003046533184 13.293685324830584 13.9435185519037 14.09274431232561 14.41743332297123 16.42400350701101 16.994878760866378 17.42554652568022 17.936640432262326 18.977644279123382 18.993708749934267 19.240813911058336 20.45190045104085 20.566975674734355 20.973645400562077 22.39263686277223 
0.0625 0.5 0.0 -14.132473653231662 -13.945128178586893 -13.400958992750677 -11.741509770539261 -11.519086449347945 -11.512035227330411 -5.163191514089484 -4.126981463792656 -3.975307313090454 -3.859185402262197 -2.4287584606502217 -1.8429541220692773 -1.1326084679572799 -1.071824224495672 -0.911947931708148 -0.6481107774391472 -0.08204091937060101 0.15956263434398366 0.7606748752826089 1.293226404077292 1.8715773753397702 1.9748640059889786 2.130147956657306 2.5232510022909294 3.3920597796201695 3.6056571979737404 3.7172579202014 5.137424572032651 5.3546547113507685 5.813592515632529 6.028907623874843 6.1299527559880165 7.258583925196445 8.875544068284515 9.024834267039346 9.079616753137028 9.352744246481649 9.961305796430098 9.982586979233902 11.222802550901388 11.36690192953207 11.403011948442286 11.988423532405946 12.25962163250258 12.452731396149781 13.288260411246034 13.926736634358093 14.164522290512936 14.46231479387875 16.451402497515325 16.990819205691313 17.475978027718185 17.947798917414048 18.956535014916764 19.03029308091537 19.107543661804055 20.458760001638847 20.46000867131656 21.146720874466258 22.400987846676074 
