 4.88883219  4.88883219  4.88883219 90.         90.         90.        
C  0. 0. 0.
C  0.83317013 0.83317013 0.83317013
C  4.05566206 4.05566206 0.83317013
C  4.05566206 0.83317013 4.05566206
C  0.83317013 4.05566206 4.05566206
C  1.7880808 0.        0.       
C  3.10075138 0.         0.        
C  0.        1.7880808 0.       
C  0.         3.10075138 0.        
C  0.        0.        1.7880808
C  0.         0.         3.10075138
-81.01871968
44 bands 
kx ky kz  bandenergy1 bandenergy2 bandenergy3 bandenergy4 bandenergy5 bandenergy6 bandenergy7 bandenergy8 bandenergy9 bandenergy10 bandenergy11 bandenergy12 bandenergy13 bandenergy14 bandenergy15 bandenergy16 bandenergy17 bandenergy18 bandenergy19 bandenergy20 bandenergy21 bandenergy22 bandenergy23 bandenergy24 bandenergy25 bandenergy26 bandenergy27 bandenergy28 bandenergy29 bandenergy30 bandenergy31 bandenergy32 bandenergy33 bandenergy34 bandenergy35 bandenergy36 bandenergy37 bandenergy38 bandenergy39 bandenergy40 bandenergy41 bandenergy42 bandenergy43 bandenergy44
0.0 0.0 0.0 -19.22689803751875 -13.224993133449813 -13.224993133449143 -13.224993133447462 -11.299669129205519 -11.299669129205503 -10.075295210003224 -4.628202184456526 -4.628202184456515 -4.628202184456499 -2.9269417042292374 -2.926941704229208 -2.9269417042292054 -2.894047263034443 -2.8940472630344343 0.06575143184531461 0.08239247420701366 0.08239247420703001 0.08239247420704288 2.2992554239390013 2.299255423939031 2.299255423939035 7.056710074663238 7.056710074663248 7.05671007466325 8.504957404069629 10.123851818688816 10.19694767388314 10.19694767412115 10.196947674121217 10.741554359842704 10.74155435984275 14.103520216104688 14.103582163201088 14.103582163201903 15.001606674404146 15.001606674404158 15.001606674404169 17.57075194579643 17.578495889910712 17.578495889953135 17.62058659115722 17.62058659115734 19.118431315656053 
0.0 0.0625 0.0 -19.223461535991767 -13.288684938557438 -13.223419689631855 -13.223419689631756 -11.299237627883432 -11.227552715584142 -10.049622429248576 -4.667154735577361 -4.667154735577325 -4.63370793177989 -2.975639669204951 -2.9317493174093348 -2.8996774156586964 -2.899677415658666 -2.892348525730489 -0.012234766976531367 0.12240353383111129 0.12240353383112552 0.1343464938893388 2.3101539046564783 2.310153904656501 2.378804500514124 6.981075605869316 6.9810756058693455 7.05562355811557 8.522909201678585 9.884792441529287 10.196828241966767 10.196828241966818 10.466308389955335 10.748487826784544 10.788255821950624 14.10198965433654 14.141096332143217 14.141096332145686 14.991206935092057 15.029207605682465 15.02920760568287 17.435117507449192 17.435117507742508 17.4493951466135 17.546185948496497 17.630250250133088 18.283225408750265 
0.0 0.125 0.0 -19.21366794314564 -13.447586004445204 -13.219221357675348 -13.219221357675202 -11.29795741012616 -11.054496673859465 -9.962665142537876 -4.770259113226892 -4.7702591132268255 -4.6509899281442015 -3.20754966887508 -2.9470193928354464 -2.8890786949958 -2.8310661469940595 -2.8310661469940284 -0.10419605428442187 0.16302172969556758 0.23762538863007387 0.23762538863008278 2.345111340126417 2.345111340126421 2.5916529808160154 6.761531757903698 6.761531757903712 7.050865216787246 8.566755021530165 9.667545668163765 10.192489058854665 10.192489058854685 10.686897292323184 10.86035166796771 10.926855846746088 14.101418438887704 14.243979274330997 14.243979274335336 14.956745379990364 15.116207021721873 15.116207021722468 17.111687200509916 17.111687200604266 17.170882629189578 17.32430410156886 17.635723720129725 18.249438403598628 
0.0 0.1875 0.0 -19.198836985860837 -13.646937461128633 -13.212965702081936 -13.212965702081876 -11.29658981922797 -10.865247368558897 -9.788123918185175 -4.9078700948075324 -4.907870094807493 -4.68837126183759 -3.541800428165798 -2.9624985408909397 -2.8872455690394503 -2.745052046130676 -2.745052046130668 -0.18171798855251728 0.16524426614832743 0.4119747450061209 0.4119747450061502 2.411738965874867 2.4117389658749087 2.8780694904421766 6.42935318434551 6.42935318434555 7.043503472725336 8.605261947480917 9.536672140214101 10.176955966077646 10.176955966077655 10.697257053885528 11.152987887131966 11.187116469263541 14.109480599651272 14.386201923620444 14.386201923626894 14.90158462068895 15.272937851877787 15.272937851883107 16.745105828948237 16.745105829033278 16.833750790766526 16.971507497510007 17.63433663078971 18.271083841419376 
0.0 0.25 0.0 -19.180642641139656 -13.84419385719322 -13.20409264362768 -13.20409264362767 -11.294381448628817 -10.722820311732972 -9.508410202593662 -5.050389618191355 -5.050389618191346 -4.76847113264338 -3.9058274371636297 -2.9773782525808805 -2.883846910323794 -2.6617749477966157 -2.6617749477966117 -0.23725738963548956 0.16083953224218553 0.6213338533716919 0.6213338533716939 2.526022191312733 2.5260221913127343 3.1818816211618377 6.021821115606737 6.021821115606796 7.039994180599037 8.601846282612842 9.52533099733389 10.150692559820948 10.150692559820948 10.665062466714883 11.459547936207775 11.545250467377674 14.137421730697474 14.533972165700094 14.533972165710601 14.812297066236766 15.504113902536988 15.504113902570698 16.40927243296219 16.409272433058796 16.486718889404607 16.535818765040716 17.63267800370543 18.37422951905391 
0.0 0.3125 0.0 -19.16283004699724 -14.016459770237367 -13.196632584685922 -13.196632584685808 -11.292463657507803 -10.637548032506448 -9.156607728182314 -5.181274435628667 -5.1812744356286276 -4.947253377047953 -4.204347748400589 -2.9989867587445476 -2.882680080830263 -2.5935723042520844 -2.5935723042520573 -0.2738748542818022 0.1463381992391113 0.8247638469121217 0.8247638469121392 2.7022202198532264 2.7022202198532566 3.4569996266679404 5.564184890828099 5.564184890828121 7.033869649531942 8.551598801634118 9.621441115599614 10.11559609512164 10.11559609512164 10.600402407053371 11.83416131659999 11.901526002671023 14.16784419172246 14.656420576790731 14.657429194947944 14.657429194957782 15.776089386897187 15.776089386953041 16.091174732768785 16.148526306793883 16.148526306807092 16.157454277783298 17.61629593561096 18.938520989350327 
0.0 0.375 0.0 -19.147318417699573 -14.147283558777293 -13.189745824916143 -13.18974582491614 -11.290792215629972 -10.590830344619299 -8.794945653033972 -5.28308430700142 -5.283084307001407 -5.241537208731101 -4.358902925820871 -3.0124681094309085 -2.8792441558302477 -2.5467148912903257 -2.546714891290313 -0.2955878227432982 0.13070155854405638 0.987230546074719 0.9872305460747349 2.9456998143568476 2.9456998143568827 3.6724046343272203 5.0979465501690076 5.0979465501690076 7.0309308796034555 8.488194919810775 9.77518226777911 10.082208547879082 10.082208547879123 10.505740157597838 12.231354920801483 12.259197658214253 14.173753737528868 14.397273164933397 14.748613153545788 14.748613153571716 15.742011819726049 15.824577070249829 15.824577070331465 15.89527934192192 16.21174015878394 16.211740158839827 17.577928115123118 18.505661231349812 
0.0 0.4375 0.0 -19.136454680233633 -14.228617508007957 -13.185336651564535 -13.185336651564523 -11.28989577678496 -10.567046663028396 -8.505046591980161 -5.52335483715763 -5.346368697077895 -5.346368697077848 -4.418067850992476 -3.022705559173827 -2.878236890329687 -2.519477731763099 -2.519477731763096 -0.307442200830874 0.12007648226358442 1.088931006426044 1.0889310064260938 3.222807038980782 3.222807038980813 3.8154880150635595 4.683594229484043 4.6835942294841395 7.026593769770271 8.442541411511609 9.936837823557402 10.058684770042762 10.058684770042769 10.391943134364004 12.489718236355909 12.68734933288566 14.042377913592416 14.138569931153992 14.80727419625403 14.807274196280375 15.54406424851766 15.707303519903569 15.707303519948535 15.734600276602947 16.4783434582166 16.47834345835645 17.523973816435515 18.23505020941646 
0.0 0.5 0.0 -19.132627380867564 -14.256479718850494 -13.183764723140538 -13.183764723140529 -11.289505513596218 -10.559601929707933 -8.388411001437571 -5.64064720097026 -5.368174702682862 -5.368174702682821 -4.433720977861939 -3.0261688391865698 -2.8780687392001 -2.5099219413032725 -2.5099219413032587 -0.3109133076335832 0.1169044288046681 1.1228609753756391 1.1228609753756587 3.374469216837197 3.3744692168372046 3.863901904131972 4.486209727412723 4.48620972741273 7.0256227553509945 8.425648834891122 10.026253015432191 10.050285186403721 10.05028518640373 10.321257935438542 12.595419036095237 12.931059304394456 13.814961884890929 14.108876577787225 14.828301622218056 14.828301622240385 15.485636100355157 15.662138814282176 15.662138814307768 15.685094668955367 16.6014220133887 16.60142201346754 17.49759438511504 18.199368631575098 
0.0625 0.5 0.0 -19.129101926699512 -14.255148907653815 -13.248216062222781 -13.18234368095285 -11.236783296395389 -10.51399099952871 -8.388756094071638 -5.654271410433047 -5.403818689284137 -5.361943396527659 -4.4715317358494815 -2.9988633321468914 -2.941646437298986 -2.5135473508631505 -2.4658686039034468 -0.3824043098544472 0.1684920730902136 1.1257720614624978 1.2035162527963583 3.3794644440668558 3.4059876895733097 3.855375026779238 4.4824004165884 4.486355452965883 6.953415313739424 8.355220537059859 9.761129939360664 10.116889369562239 10.33779627614742 10.399597707206404 12.57711413391277 12.95425297219672 13.814997513919174 14.12266348100054 14.638356650322114 14.85147832910669 15.32099717084165 15.647911638434522 15.708259401320872 15.961597184112954 16.595978186019742 16.636564532110295 17.450009664314415 18.175985656529786 
