 4.11235011  4.11235011  4.11235011 90.         90.         90.        
C  0. 0. 0.
C  0.         2.05617506 2.05617506
C  2.05617506 0.         2.05617506
C  2.05617506 2.05617506 0.        
C  -3.40835339  0.          2.05617506
C  3.40835339 0.         2.05617506
C   2.05617506 -3.40835339  0.        
C  2.05617506 3.40835339 0.        
C   0.          2.05617506 -3.40835339
C  0.         2.05617506 3.40835339
-62.9647388
40 bands 
kx ky kz  bandenergy1 bandenergy2 bandenergy3 bandenergy4 bandenergy5 bandenergy6 bandenergy7 bandenergy8 bandenergy9 bandenergy10 bandenergy11 bandenergy12 bandenergy13 bandenergy14 bandenergy15 bandenergy16 bandenergy17 bandenergy18 bandenergy19 bandenergy20 bandenergy21 bandenergy22 bandenergy23 bandenergy24 bandenergy25 bandenergy26 bandenergy27 bandenergy28 bandenergy29 bandenergy30 bandenergy31 bandenergy32 bandenergy33 bandenergy34 bandenergy35 bandenergy36 bandenergy37 bandenergy38 bandenergy39 bandenergy40
0.0 0.0 0.0 -10.900150996298013 -6.570680348367833 -6.570680348367432 -3.378766830096395 -3.378766830095994 -3.3787668300947935 -2.731893290632384 -2.196412986256024 -2.196412986255615 0.63893390671708 0.6389339067176547 0.6389339067178924 3.040339528426501 5.116085861346509 5.116085861346654 5.116085861346692 9.004881923980061 9.00488192398009 9.004881923980127 9.537476590196333 9.537476590196443 9.537476590196546 12.22314745321373 12.223147453213732 12.223147453213748 13.95782208518495 13.957822085184963 13.957822085206573 16.454096956368716 17.362037877718528 17.36203787771853 17.3620378781518 18.745865027030757 18.745865027030856 19.099892380299924 19.09989238029999 19.099892392439845 21.69150168457461 30.49459913047659 30.494599130478093 
0.0 0.0625 0.0 -10.875448983441062 -6.657474136123441 -6.549665641745151 -3.4742884220300936 -3.3723863448807476 -3.368016153979036 -2.6272468541033445 -2.2368766162338596 -2.2017917676436185 0.6142317698838885 0.6438651895849706 0.7681319845542082 2.9390223201839594 5.006214975184758 5.087391803857923 5.243819425300877 8.919455931025695 9.024175229294837 9.066632885011058 9.493167159177297 9.524660566187997 9.560714153389034 12.17248117837366 12.338493204808062 12.34789601326751 13.81424155480929 13.9885891479448 14.021312804339983 16.422481148597775 17.190624389507324 17.334111652251845 17.352272091178783 18.31830042014957 18.849698577239554 19.047758873460186 19.053480238524756 19.55949563910828 21.788009787493507 29.24661752395316 30.102364772571992 
0.0 0.125 0.0 -10.801418096021536 -6.897003179474705 -6.484597559897794 -3.609488987887458 -3.3422048774066258 -3.3243278260785174 -2.731514386764442 -2.2394662836624 -1.997012855018493 0.5515740463618931 0.662725950918517 1.0985452968475595 2.7274768115276147 4.7335158730327445 5.023264184486037 5.561322072455101 8.596216102215362 8.979807470428282 9.090603695024466 9.49955975388467 9.656507036081363 9.764263237411088 12.047857001282713 12.611556821718018 12.676571987259644 13.43183034522191 14.099242971117084 14.243561609695547 16.16251809108735 17.020470653518178 17.28695012294132 17.353029812187078 17.852540028869726 18.940241561390703 18.96400745829103 19.05008925865784 20.119626800826076 22.114529199474205 28.247167704334498 29.59581375975673 
0.0 0.1875 0.0 -10.678650947305842 -7.244764904260831 -6.376257393887331 -3.7178614053292907 -3.2964910849386615 -3.255870482541479 -3.03636246560216 -2.2792719145986355 -1.5626702551424474 0.4485816634941445 0.691042430434623 1.4573863943523186 2.591284689601568 4.379434889339285 4.967372081478655 5.936007472495043 8.117244629608141 8.682947768489955 9.198888650282578 9.475658778853168 10.08704309626905 10.128665744139944 11.85154152571757 12.895953098842348 12.89939458679853 13.083724398215496 14.288315479190675 14.625818067949261 15.632890376929998 16.84714278293863 17.22849543013224 17.35095979394663 17.6637322741043 18.760999141127684 18.81430535382595 19.224469822113846 20.533040845574963 22.7001210724726 27.643412700444223 29.068434599601687 
0.0 0.25 0.0 -10.50810638479885 -7.651481577307504 -6.224915537814383 -3.8690045507264363 -3.28748395412093 -3.239847106298534 -3.168502990047818 -2.336814893289997 -1.1087543725320277 0.3173034527866231 0.7276461924540719 1.5772941349919 2.7951175612669577 4.019653402075261 4.9637255879013535 6.270078184311386 7.598279161186206 8.367859840146275 9.350974020067795 9.478804955151505 10.553344733769386 10.579309747290413 11.607070523982802 12.327988743245635 13.150088718437633 13.475359876513329 14.5608738827577 15.043239435450033 15.1275226749938 16.391117861003288 17.190263000003927 17.346530215627812 17.87931767862868 18.51732095868076 18.612046219877733 19.344291129315028 20.80623342683988 23.467532286429588 27.048333621333082 28.523793411072038 
0.0 0.3125 0.0 -10.292401135909232 -8.079539281361026 -6.032100152355354 -4.152863046804679 -3.3690761493208496 -3.1807693884305874 -3.0735070244021294 -2.407346189747753 -0.6987173579719158 0.17224910449548178 0.7645591998478198 1.469780989241071 3.307911337140354 3.6969629176482277 5.033671127659785 6.4781421703639825 7.07920966589447 8.08530879421094 9.484765296088703 9.539618485057112 10.955627374496235 11.044602040819047 11.328347010170491 11.856453884870422 13.39874490959369 13.801550533198848 14.477089524214687 14.882738433505478 15.668748230355211 15.865759373492581 17.201269481788124 17.33445842958772 18.218059260366708 18.232962526077056 18.366548373119258 19.4061299271906 21.002776648306938 24.268734837999837 26.436976441521605 28.052123823022832 
0.0 0.375 0.0 -10.036919219056267 -8.50071654794767 -5.801049310832976 -4.5067460011508516 -3.346069228019255 -3.1268516797690316 -2.9832818676464683 -2.482126033115257 -0.3697610181328388 0.03796489497948671 0.7975211179747267 1.3321231892202117 3.4448293713808744 3.895648596751125 5.18791777961468 6.511234710790983 6.594720037765985 7.872106642669503 9.437418088222946 9.757164174739632 11.038184935299668 11.27433043327242 11.418958204331792 11.627467639156018 13.651460073956127 13.969901380261854 14.050186039499971 15.195422201188425 15.40839098565305 16.18151960268699 17.2819523738227 17.31563260236523 17.880614622713562 18.094422418222134 18.598370796718026 19.39962689891274 21.159681872952547 24.923462010299733 25.899029688603083 27.790813455860626 
0.0 0.4375 0.0 -9.757407700555698 -8.883406437729574 -5.535645594671792 -4.858247665089551 -3.3019089770485297 -3.09086202331281 -2.9200753339884047 -2.545736705048989 -0.16097755897451563 -0.058162900849929026 0.8194363368042905 1.2366813501904246 3.2826940277970054 4.4087864802921155 5.415920457576114 6.1578091937074255 6.4180240638407415 7.733542616062285 9.335184420500887 9.979695199432582 10.761896965462785 11.470936196097359 11.650437630355466 11.658000625244924 13.5639943197003 13.856473607208452 14.199534416175597 15.086521330624143 15.427092473117659 16.605414498979933 17.279196015692044 17.403206954353923 17.556719295956412 17.841388716156104 18.91460397711319 19.322559767769775 21.273156374399203 25.28996295317769 27.873156926241993 28.848471758238173 
0.0 0.5 0.0 -9.57225471853363 -9.103760044010915 -5.312290019395002 -5.111931735026714 -3.280607703411608 -3.076929860690901 -2.8958593662940735 -2.5713867153958394 -0.09158785657881413 -0.08171449613651063 0.8283076778766938 1.204632318106146 3.227659661217037 4.634874893373874 5.628819155145806 5.876064632531932 6.343158749947481 7.686239818141731 9.284480991016812 10.109140896083886 10.616290715905924 11.538418764005408 11.712818779869659 11.748222230294397 13.389827275044496 13.939740456636477 14.249190677360248 14.972423544169143 15.515312497434312 16.83507550228836 17.237489166817095 17.391884004270292 17.498084398641996 17.705187460243415 19.12472918272348 19.197803767812317 21.312724375651847 25.378794478016204 28.128352949968463 28.499751731166388 
0.0625 0.5 0.0 -9.54866476375016 -9.082216136075427 -5.379239469627346 -5.154897100327675 -3.5942845613992866 -2.8914647326951273 -2.685233666807364 -2.6400501834613914 -0.08679216045155048 -0.0641952554083628 0.9679000321281717 1.039864561409355 3.4337795638765245 4.636806514993818 5.477688594011904 5.821746351239181 6.334275846410167 7.652594585840069 9.28011319936732 10.254989747250855 10.699873819848953 11.180980877720161 11.554073975102366 12.28420068508498 13.38082193314296 13.947737282056181 14.101123156793875 14.92588231542518 15.523078904356113 16.838339683801397 17.214327643514086 17.224265930518822 17.359874728284417 17.662494356560064 19.248238010090613 19.44280151379196 21.355089808730835 25.236147237803944 28.17393889453171 28.22959888956899 
