 4.11235012  4.11235012  4.11235012 90.         90.         90.        
C  0. 0. 0.
C  0.         2.05617506 2.05617506
C  2.05617506 0.         2.05617506
C  2.05617506 2.05617506 0.        
C  -3.4083534   2.05617506  0.        
C  3.4083534  2.05617506 0.        
C   0.         -3.4083534   2.05617506
C  0.         3.4083534  2.05617506
C   2.05617506  0.         -3.4083534 
C  2.05617506 0.         3.4083534 
-62.9647388
40 bands 
kx ky kz  bandenergy1 bandenergy2 bandenergy3 bandenergy4 bandenergy5 bandenergy6 bandenergy7 bandenergy8 bandenergy9 bandenergy10 bandenergy11 bandenergy12 bandenergy13 bandenergy14 bandenergy15 bandenergy16 bandenergy17 bandenergy18 bandenergy19 bandenergy20 bandenergy21 bandenergy22 bandenergy23 bandenergy24 bandenergy25 bandenergy26 bandenergy27 bandenergy28 bandenergy29 bandenergy30 bandenergy31 bandenergy32 bandenergy33 bandenergy34 bandenergy35 bandenergy36 bandenergy37 bandenergy38 bandenergy39 bandenergy40
0.0 0.0 0.0 -10.900151011685692 -6.5706803830702905 -6.570680383069792 -3.378766840450471 -3.378766840450467 -3.3787668404492934 -2.7318933275910577 -2.1964130393911363 -2.1964130393907317 0.6389338836454198 0.6389338836461268 0.6389338836464195 3.0403394437901907 5.1160858159279305 5.116085815928046 5.116085815928531 9.004881901304534 9.004881901304536 9.004881901304568 9.537476552514079 9.537476552514104 9.537476552514343 12.223147419442673 12.223147419442688 12.223147419442732 13.957822002138325 13.95782200213834 13.95782200215987 16.45409689620685 17.362037796880198 17.36203779688021 17.36203779731341 18.745864878970956 18.745864878971283 19.09989232696797 19.09989232696801 19.099892339107612 21.69150154966611 30.494599041024944 30.494599041026124 
0.0 0.0625 0.0 -10.8754489989127 -6.6574741699438515 -6.549665676544381 -3.474288437654897 -3.372386355307971 -3.368016164387416 -2.627246889187548 -2.236876665318792 -2.2017918208829053 0.6142317467050251 0.6438651665836517 0.7681319594092375 2.939022238127877 5.006214930388521 5.087391759223495 5.2438193781928035 8.919455903085321 9.024175206471044 9.06663286149953 9.49316712212603 9.524660527898689 9.560714120672685 12.172481144637135 12.338493169203401 12.347895977944118 13.814241472117338 13.988589065199141 14.021312722006064 16.422481085269588 17.19062430647024 17.33411157135081 17.35227201021794 18.31830030416888 18.849698431723265 19.047758820214437 19.05348018537962 19.559495553920062 21.78800965421607 29.246617426006015 30.102364679454013 
0.0 0.125 0.0 -10.801418111743141 -6.897003211072106 -6.484597594944094 -3.609489009205923 -3.342204887961384 -3.3243278365406845 -2.731514428653702 -2.239466335245753 -1.9970128917280365 0.5515740230678666 0.6627259282600018 1.0985452661482265 2.727476735571989 4.733515829632565 5.023264141781828 5.5613220231523925 8.596216069033614 8.97980744295998 9.090603671953863 9.499559713743249 9.65650700254297 9.764263208885035 12.047856968109517 12.611556781536645 12.676571948200884 13.431830263453376 14.09924288954253 14.243561529969286 16.16251801565184 17.02047057223591 17.286950043311094 17.3530297322211 17.852539921435522 18.940241508067366 18.964007405289426 19.050089115329207 20.119626708563736 22.114529072180172 28.247167609466494 29.59581366917642 
0.0 0.1875 0.0 -10.678650963449318 -7.244764933186134 -6.376257429346873 -3.717861431000392 -3.29649109569078 -3.2558704930755678 -3.036362506022773 -2.2792719669268178 -1.562670286788489 0.4485816400340108 0.6910424083778431 1.4573863511072898 2.5912846262167832 4.379434847066336 4.9673720409482875 5.936007423088925 8.117244595759123 8.682947740890148 9.198888626793442 9.475658735198014 10.087043062000673 10.128665714218332 11.851541493374592 12.89595305266261 12.899394506345036 13.083724353423362 14.288315400114028 14.625817992098428 15.63289029293014 16.84714269004623 17.228495352738303 17.35095971576922 17.663732182312405 18.76099908761939 18.81430530095208 19.22446967941981 20.533040747499385 22.700120954621497 27.643412608558524 29.068434512812694 
0.0 0.25 0.0 -10.508106401547952 -7.651481603629164 -6.224915573910175 -3.869004581450768 -3.2874839893694334 -3.2398471172968772 -3.168503000658531 -2.3368149460794196 -1.1087544022380493 0.3173034292097791 0.7276461713154492 1.5772940720770454 2.795117517272751 4.019653360354611 4.963725549231165 6.270078137154536 7.598279128179196 8.367859813872437 9.350973996068817 9.478804906396366 10.553344700369268 10.57930971056207 11.607070492747669 12.327988664199081 13.15008866742681 13.475359824283531 14.560873807589795 15.043239347216971 15.127522602017526 16.39111776221489 17.190262926229632 17.346530140415908 17.879317590858665 18.517320904768958 18.612046166912343 19.34429098729167 20.806233326273276 23.467532177302623 27.048333531665723 28.52379332696241 
0.0 0.3125 0.0 -10.292401153486418 -8.079539305320536 -6.032100189427137 -4.1528630807039795 -3.3690761798753743 -3.180769399691251 -3.073507035070663 -2.4073462432798864 -0.6987173864444948 0.17224908084318383 0.7645591798681557 1.4697809182284838 3.307911301075129 3.69696287581714 5.033671090069637 6.478142126461736 7.079209634121855 8.085308769231247 9.48476524143393 9.5396184603319 10.955627336875532 11.044602001255619 11.32834698018646 11.856453807129904 13.398744855994462 13.801550473711288 14.477089433035271 14.882738361759992 15.668748158117866 15.865759275592666 17.201269413430616 17.334458358722785 18.218059205749892 18.232962432062358 18.366548319401282 19.406129787042993 21.002776549537426 24.26873473636661 26.436976353324503 28.052123739633092 
0.0 0.375 0.0 -10.036919237787426 -8.50071656970485 -5.80104934957255 -4.506746034528556 -3.346069256161124 -3.1268516912639894 -2.983281878335379 -2.4821260877949736 -0.36976104550700456 0.03796487128280921 0.7975210992391808 1.3321231159495301 3.444829328990735 3.8956485633997677 5.187917741929323 6.511234668580301 6.59472000777366 7.872106618802661 9.437418029291768 9.757164149084714 11.038184906700206 11.274330391734251 11.418958162005987 11.627467562103018 13.651460019397405 13.969901286806241 14.050185974965254 15.195422130768861 15.408390889807237 16.181519529476997 17.281952313238396 17.315632536098303 17.880614567878713 18.094422361992237 18.598370692545835 19.3996267625305 21.15968177873368 24.9234619163657 25.899029601477764 27.79081337067056 
0.0 0.4375 0.0 -9.757407721069157 -8.883406457076722 -5.535645637410275 -4.85824769464855 -3.30190900340958 -3.0908620349805127 -2.920075344695542 -2.545736761229629 -0.16097758560034953 -0.05816292455920719 0.8194363190650321 1.2366812760621648 3.2826939847541383 4.408786449558891 5.415920417034274 6.157809167514886 6.41802402065475 7.733542592877025 9.335184360229716 9.979695172512317 10.761896938361094 11.470936151673142 11.650437553357204 11.658000580839461 13.563994224292646 13.85647355200429 14.199534348637842 15.086521236379621 15.427092402416802 16.60541442513623 17.27919594614213 17.403206906242122 17.556719247508582 17.841388651899656 18.91460386015537 19.322559638450393 21.27315628500034 25.28996286676998 27.873156840147026 28.848471651116352 
0.0 0.5 0.0 -9.572254741453225 -9.10376006074598 -5.312290079764647 -5.111931746961673 -3.280607728907434 -3.0769298724104774 -2.895859376992561 -2.5713867723753285 -0.09158788026656205 -0.0817145223204975 0.828307660546529 1.2046322437545065 3.2276596179090227 4.634874864515604 5.628819100363309 5.876064620917516 6.343158705197492 7.686239795185101 9.284480930795022 10.109140868016695 10.616290690043114 11.538418718539582 11.71281870294876 11.748222185237482 13.38982717863357 13.939740401136618 14.249190608846261 14.972423450530457 15.515312426292057 16.83507543142855 17.237489070874762 17.3918839804573 17.498084370727483 17.705187377795845 19.12472904213757 19.197803659846826 21.31272428831194 25.37879439443303 28.128352877794068 28.49975160776993 
0.0625 0.5 0.0 -9.546852620153695 -9.085144040890816 -5.369132986002156 -5.1612953850970955 -3.33893625374916 -3.1467339627037334 -3.0667772060722363 -2.2651865677572784 -0.19575592048705764 0.13549625783987493 0.8448566073970015 1.1658654998234748 3.174301723298263 4.572489671454873 5.7247182655168505 5.915047834672853 6.396978634211015 7.5127771163971016 9.284214794613177 10.194219327754048 10.763736934487417 11.336109394478225 11.727534435172041 11.779772586451337 13.05552231337294 14.250193427433818 14.349438247998037 14.972532513711995 15.529955171550156 16.819764690623014 17.071459105251655 17.077299739232362 17.470320156592553 17.6941210476448 19.211704889531937 19.508751215838053 21.394229760540686 25.402541916078906 27.958818186926088 28.175187654851303 
