 4.51768507  4.51768507  4.51768507 90.         90.         90.        
C  2.25884253 2.25884253 2.25884253
C  0. 0. 0.
C  1.57988768 2.25884253 0.        
C  2.93779738 2.25884253 0.        
C  0.         1.57988768 2.25884253
C  0.         2.93779738 2.25884253
C  2.25884253 0.         1.57988768
C  2.25884253 0.         2.93779738
C  2.93458232 0.         0.        
C  1.58310274 0.         0.        
C  0.         2.93458232 0.        
C  0.         1.58310274 0.        
C  0.         0.         2.93458232
C  0.         0.         1.58310274
-79.64214992
56 bands 
kx ky kz  bandenergy1 bandenergy2 bandenergy3 bandenergy4 bandenergy5 bandenergy6 bandenergy7 bandenergy8 bandenergy9 bandenergy10 bandenergy11 bandenergy12 bandenergy13 bandenergy14 bandenergy15 bandenergy16 bandenergy17 bandenergy18 bandenergy19 bandenergy20 bandenergy21 bandenergy22 bandenergy23 bandenergy24 bandenergy25 bandenergy26 bandenergy27 bandenergy28 bandenergy29 bandenergy30 bandenergy31 bandenergy32 bandenergy33 bandenergy34 bandenergy35 bandenergy36 bandenergy37 bandenergy38 bandenergy39 bandenergy40 bandenergy41 bandenergy42 bandenergy43 bandenergy44 bandenergy45 bandenergy46 bandenergy47 bandenergy48 bandenergy49 bandenergy50 bandenergy51 bandenergy52 bandenergy53 bandenergy54 bandenergy55 bandenergy56
0.0 0.0 0.0 -11.225448112828968 -7.336673304192088 -7.336670586748446 -6.044373508941711 -3.7143550947067334 -3.7143536663675425 -3.714345642089667 -3.2597036348027797 -3.2596998713617946 -2.9225013220276423 0.19628757525769489 0.19629104187794882 0.19630022193466776 2.495689588286792 2.950140444192988 2.9501547423829093 2.9501679706449915 5.772205865162044 5.772220903857421 5.77223128891672 6.832814816612032 6.832831563992514 6.8328554631414855 9.149735095394739 9.149754605584455 10.656076159480467 10.65611736551133 10.656131756977473 11.577405045062187 12.027721086744018 12.027736849578755 12.027781658337563 12.464101529535796 12.464111649418575 14.277458881344655 14.27748991052707 14.277549887505884 15.626831553859807 15.62683818064109 15.626862730370897 16.079795011862053 16.079858352577087 16.079879598561877 18.862029827957134 18.86203012373721 18.862073616634994 19.15649843791441 19.90170172920735 19.90173521479429 19.901762564856057 26.728400731723237 26.728418473340906 26.78767290858991 26.787679599353005 26.787704640637354 26.903159870640128 
0.0 0.0625 0.0 -11.207380730205859 -7.390821503723985 -7.324464255627093 -6.084313254193127 -3.7029535911317604 -3.6931711689388513 -3.632614092451059 -3.2736721589158395 -3.2570730679360325 -2.9439561479666927 0.12724074405181449 0.20450958906702207 0.2868052781253937 2.378732161619396 2.83216840094851 2.965892734595319 3.104426441384507 5.779323648585179 5.852834244288108 5.893627210842451 6.762050106779584 6.891245188570915 6.892862760312252 8.974756637665772 9.137704090798412 10.583867585802103 10.64897200916618 10.667616108727437 11.646944821517458 12.005441616042026 12.094427816561513 12.132484268919551 12.368453305721545 12.438939834443847 14.226239401939143 14.273112196955209 14.28751459937696 15.486942571640377 15.59497764938737 15.783951661200701 16.025603619943322 16.08131508358966 16.167792140202117 18.7239106012936 18.729167577750687 18.73607370153177 19.397339232686118 19.903880870066374 19.95720179285937 20.040560593110868 26.480473721914645 26.607434690428647 26.733937942060656 26.789448600618687 26.94272882790065 27.06523003365309 
0.0 0.125 0.0 -11.154630290238574 -7.554695549546982 -7.289743760025129 -6.1567710850280255 -3.6718670674788 -3.633398328082436 -3.631260479354946 -3.3139632743256295 -3.081560487158928 -2.976270976123829 -0.06904261533751292 0.22660531045707957 0.5293610217717778 2.171426738385639 2.5405842061189885 3.015296315936689 3.4070793612720145 5.800676896583694 5.957318593624998 6.215527229096141 6.5600120314701815 7.042211160548228 7.130377817047688 8.53421062765008 9.099753830845806 10.401939079055737 10.627805876903505 10.687014255385577 11.729244151141293 11.93777710921635 12.16152289051076 12.269640617950037 12.361837839513182 12.408276973381062 14.046815212336337 14.2603299052805 14.313921821014558 15.215329416949201 15.42319571687829 15.94678475460048 16.0858059559262 16.21156026797288 16.275330413003548 18.395719181870167 18.437140115424352 18.586959413654036 19.833643067108667 19.904927026780552 20.100601833824573 20.32826305089395 26.15477704129658 26.232717811380308 26.52673072511841 26.83001443679327 27.219813513908715 27.34942487834318 
0.0 0.1875 0.0 -11.068907545318234 -7.813240949754974 -7.235209143548634 -6.194754100795667 -3.8277669607100067 -3.62349499986841 -3.5311728218754634 -3.4169608755963528 -3.041975850525356 -2.597647885684363 -0.35303757857175094 0.25838912596334873 0.8732328115637885 1.957713209300752 2.171438536787664 3.1052048783974198 3.774827298645335 5.826196738272485 5.944905115026619 6.262902959277694 6.700415437366897 7.1501871151054175 7.6119081036768845 8.054370164015937 9.0397626254089 10.146639246007611 10.619871645806032 10.722254945369073 11.585107610802625 11.838593042094011 12.088352692810984 12.241261765654775 12.51666150589623 12.764442092852429 13.746009918139624 14.258859218987272 14.356144836145996 14.91795439748792 15.018113056868916 15.944679892499732 16.09048865375681 16.27423104269718 16.789832193431852 17.937968151264748 18.114788200375358 18.5125002760676 19.907923586893087 20.30099634747671 20.361431294104143 20.648682115742737 25.618403619496807 26.026527577156212 26.094380898028362 26.826105357911615 27.571638189755006 27.70460594374836 
0.0 0.25 0.0 -10.954479220419772 -8.124685579616576 -7.166946869254544 -6.183199529889997 -4.074217958060049 -3.570495901019953 -3.5648764665380157 -3.395574435190696 -3.0416184651395977 -2.0604675071445238 -0.6886805738738824 0.29973088235916623 1.2670879174008487 1.7618746241574772 1.798335855185546 3.2349449056083146 4.167116840374706 5.848564910832566 5.8537845584203145 5.914788963481777 6.881641420992791 7.287391233429161 7.919828585132312 8.245298854813951 8.998755700071259 9.839893079607183 10.625987085790767 10.76038588371165 11.28802501457257 11.720023128494727 12.09434918949997 12.117914831077313 12.78950110282196 13.093880211631296 13.353064532925433 14.311614789484382 14.404949175227086 14.45498012404491 14.63366301320215 16.003785894656804 16.088224797206067 16.099090646690076 17.35825319389696 17.486314800471703 17.80511261714519 18.549615763479036 19.90370984569638 20.530963349123965 20.94043618941514 20.946075852337547 25.10773219009976 25.53842857011086 25.880397051032 26.7917007244186 27.746267447004822 28.251335672594976 
0.0 0.3125 0.0 -10.819061096783987 -8.442800330404896 -7.090904417847236 -6.136466704919378 -4.317345616816049 -3.73610135441727 -3.5007902982525843 -3.2282122869309076 -3.02626860112088 -1.5102926881152512 -1.0333790581445848 0.3492512251190168 1.4615617345332017 1.5440346626691535 1.7171914294931916 3.404019204472544 4.512190482878829 5.551152209520716 5.730635455252716 5.882672070676645 6.400689040675403 7.933339282860462 7.933801719688837 8.948320443642269 9.070478298985794 9.537569744776713 10.643881871682161 10.802363993259245 11.00851038834687 11.604671996995032 11.922154469046722 12.139523252942944 12.943121923316502 13.022244281305872 13.306193798684406 13.78608328496674 14.341941582724433 14.496491890748416 14.510325003685073 15.739319131599618 16.091186992515244 16.09881370943707 17.16176388697643 17.52836964046751 17.732901308805207 18.785792171371714 19.90195181187545 20.765419507137352 21.20678948707076 21.518443762122235 23.28859020076096 24.663344887734233 25.043002501951385 25.814213683909667 26.734128243170403 27.843310410581317 
0.0 0.375 0.0 -10.678512968931063 -8.726897519537411 -7.020109539964877 -6.075691428591994 -4.524128472486302 -3.881037161272298 -3.4447317607597556 -3.0461705549212463 -3.007667850349409 -1.356021633538009 -1.0133461905021608 0.404701147734358 1.184903937021975 1.43870568297939 2.0433491072955334 3.597928632289162 4.652086035725654 5.2050857744417725 5.625669417335177 5.907592701224779 6.125206381760864 7.8138007277659804 8.576228556305852 9.010943850857332 9.575062443767044 9.647067483981115 10.6652806449592 10.793759829403582 10.827540625665454 11.508209486128088 11.668935710717992 12.150455289071497 12.607059207883053 13.118995801460551 13.138703323050466 13.38627317748324 14.16640207930233 14.507802639641039 14.740820720315197 15.365812549971553 16.090896640598736 16.211999062059093 16.950999181559833 17.28722058490329 17.876548517963574 19.170776448946356 19.902420258809997 20.968452347772587 21.410406106357307 22.029542892805484 23.54773616073116 24.319275493109814 24.53236694290472 25.834668336460386 26.636286224150396 27.732322895695937 
0.0 0.4375 0.0 -10.562355101009189 -8.932519046837736 -6.967477557839376 -6.0230667820787875 -4.665005103371974 -3.9800916331732537 -3.404504092917217 -2.993400749394982 -2.880750066723744 -1.6085640078395864 -0.6509101878423875 0.4592589059771694 0.9939904390278249 1.3583688233754736 2.2981785889183906 3.786195219412942 4.549334252919773 4.923658708432822 5.556939152716365 5.925426843221448 6.167688720964784 7.657367553688321 8.757278842740062 9.112790080197009 9.985479176342327 10.256099841374603 10.636857534099208 10.684835247592982 10.806148713707271 11.33003467995588 11.445520852401694 12.162888145527988 12.420026527255743 12.570084673622175 13.09573966273989 13.403656553265792 14.1066432128919 14.373213399578992 14.94854882154485 15.218600542621369 16.09339436065691 16.32213238467003 16.818852649705043 17.10525090729851 17.92142220317035 19.50067210798248 19.904357194271913 21.108185600644283 21.54651573321453 22.3961398069995 23.71264905943104 24.09575518507982 24.185831486729374 25.932724385301853 26.540826031438332 27.524096365042833 
0.0 0.5 0.0 -10.515080016034231 -9.010845607035971 -6.948855414681566 -6.003130544396381 -4.71676066678473 -4.016892526322853 -3.391602793551418 -2.9890969589652956 -2.8074421403025864 -1.7133193770956572 -0.517773193968925 0.48517740473604937 0.9191449088708686 1.3293525420837127 2.388698309629152 3.875614917507879 4.463495431397488 4.800288821184367 5.529997745830549 5.93082618608188 6.238811978658866 7.585559782174025 8.638757371602644 9.335591179189002 10.331528429593632 10.467850457954468 10.638004736370592 10.661107895871567 10.686920568418241 11.124411743396776 11.42217907693125 12.162368076866157 12.333581752122356 12.363280145100019 13.026044491824765 13.40086852750055 14.142176818793592 14.240426953638474 15.02532788387844 15.205911626928307 16.092153225552604 16.372686784620534 16.767381362409484 17.028205492367583 17.928677437716377 19.61904317255526 19.899218916243935 21.147079728099484 21.587763717819733 22.526483587609274 23.767205292021657 24.016265101004112 24.07036764430704 26.000291109894782 26.48965832383616 27.407465729843814 
0.0625 0.5 0.0 -10.496588299687563 -8.99715659901037 -6.988992960373855 -6.040244405339028 -4.7200869754325385 -4.122890828714095 -3.3693947736796637 -3.0231823947109375 -2.688680892558307 -1.5697151510458383 -0.5116425710983479 0.41014808866239133 0.9360246199480444 1.2638991161995323 2.3907966399212945 3.933488745479195 4.484192881753966 4.903387006250585 5.4715757279600625 6.042470694733657 6.219335398168647 7.557132433815422 8.463798561578368 9.322811419122452 10.295741047474676 10.482829919893932 10.600303874471644 10.669527804106043 10.751027926309664 11.081461186037336 11.552039772407587 11.896922520894416 12.197880844030452 12.600681914019747 13.030891366864928 13.466942313949717 14.148493901104144 14.24422026424724 15.082024444537382 15.186559562139022 15.980832480260679 16.50539582052461 16.742193047094162 16.885478856702708 18.156135888405544 19.63287678747081 19.878620362015702 21.22371311773434 21.501144168257703 22.5309619799298 23.766835448157195 23.94508942069717 24.092582282755192 26.024007399427518 26.505421025752945 27.434157963992178 
